SampleId,SampleType,AverageNumberOfAddedLines,MaxNumberOfAddedLines,AgeInDays,AverageNumberOfDaysBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,DaysPassedSinceTheLastChange,LambdaDensity,LinesOfCode,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressions,NumberOfMethodReferences,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfFieldAnnotations
5575053,CLASS,12.142857142857142,42,672,61,0,50,56.0,7,0,7,5.0,14,239.6,5,17.142857142857142,42,0,1,239,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0
7619076,CLASS,47.2,156,150,28,0,216,35.4,5,0,4,4.0,17,286.0,2,51.2,156,0,1,6,0.0,47,2.127659574468085,1,0,1,4,1,0,2,4,2,0.5,4,29,0
6016987,CLASS,49.333333333333336,112,511,104,1,109,27.333333333333332,3,0,3,13.0,35,70.0,2,62.333333333333336,112,0,7,197,0.0,71,0.0,0,0,0,7,0,0,0,16,16,1.0,6,62,0
3791832,CLASS,106.75,351,1013,161,0,356,19.0,4,0,4,17.75,56,31.666666666666668,3,124.5,351,0,17,367,0.0,317,0.0,25,0,0,55,3,0,6,65,37,0.4909090909090909,53,90,0
5573352,CLASS,12.333333333333334,18,162,15,1,32,50.0,3,0,3,1.6666666666666667,5,426.5,2,14.0,18,0,2,117,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0
6013107,CLASS,10.363636363636363,70,973,147,0,65,29.181818181818183,11,0,10,4.454545454545454,17,710.6,5,14.818181818181818,70,0,2,-651,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
5266377,CLASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8207672,CLASS,222.0,626,1675,221,0,646,63.666666666666664,3,0,3,6.666666666666667,20,377.6666666666667,3,228.66666666666666,626,0,30,1011,0.0,59,0.0,4,0,0,11,0,0,0,15,11,0.6363636363636364,9,24,0
4731830,CLASS,30.857142857142858,359,1191,30,5,596,61.035714285714285,28,0,24,9.571428571428571,120,193.93333333333334,15,40.42857142857143,359,0,8,326,0.0,53,0.0,0,0,0,2,0,0,0,10,10,1.0,1,44,0
4600418,CLASS,13.75,51,2302,50,0,51,54.5,4,0,4,1.0,3,34.333333333333336,3,14.75,51,1,3,2101,0.0,13,0.0,1,0,0,2,0,0,0,2,1,0.5,1,4,0
5270720,CLASS,35.0,68,630,25,1,68,55.0,2,0,2,1.0,2,177.0,2,36.0,68,0,3,579,0.0,24,0.0,0,0,0,1,0,0,3,2,2,1.0,1,4,0
6171226,CLASS,12.923076923076923,29,1135,69,2,48,48.0,13,0,11,9.23076923076923,25,139.33333333333334,9,22.153846153846153,54,1,2,233,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,6,0
7952037,CLASS,3726.467391304348,77001,455,4,7,147965,44.19565217391305,92,0,48,2118.1521739130435,75898,1380.0,3,5844.619565217391,151796,2,20,17,0.0,843,0.0,0,0,0,42,0,0,7,212,212,1.0,37,240,0
8934270,CLASS,28.88888888888889,103,3052,291,1,42,98.44444444444444,9,0,9,24.22222222222222,149,736.6666666666666,6,53.111111111111114,157,2,3,427,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0
7777749,CLASS,29.428571428571427,183,826,99,2,184,60.57142857142857,7,0,7,3.142857142857143,6,697.0,3,32.57142857142857,183,0,7,127,0.0,123,0.0,1,0,0,18,0,0,3,25,24,0.9444444444444444,16,51,0
7787478,CLASS,33.5,146,4674,155,3,77,44.72727272727273,22,0,19,30.0,146,2402.3,10,63.5,292,0,10,1264,0.0,45,0.0,0,0,0,5,0,0,0,6,6,1.0,5,24,0
8793481,CLASS,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.3076923076923,13,7273.413265306122,154876,1,2,700,0.0,48,0.0,0,0,0,2,0,0,0,11,11,1.0,2,19,0
7563593,CLASS,66.0,188,1,0,0,171,53.0,3,0,2,9.0,26,3609.3333333333335,3,75.0,188,0,7,0,0.0,17,0.0,0,0,0,1,0,0,2,1,1,1.0,1,4,0
6629910,CLASS,759.0,759,284,0,0,759,23.0,1,0,1,0.0,0,1.0,1,759.0,759,0,1,284,0.0,114,0.0,0,0,0,3,0,0,19,27,27,1.0,3,28,0
7988090,CLASS,32.42857142857143,163,1011,115,0,160,40.57142857142857,7,0,7,9.571428571428571,30,133.66666666666666,3,42.0,163,0,15,205,2.727272727272727,110,0.0,0,3,0,8,0,0,3,17,17,1.0,2,51,3
7619908,CLASS,19.161290322580644,321,1207,19,2,331,43.516129032258064,62,0,48,13.82258064516129,205,1939.888888888889,9,32.983870967741936,321,7,2,2,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0
5437491,CLASS,7.434782608695652,29,3921,156,3,95,84.0,23,0,19,3.3043478260869565,27,933.6,5,10.73913043478261,32,0,4,319,0.0,15,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0
4556869,CLASS,15.9375,93,3279,180,6,116,152.5625,16,0,14,8.6875,93,1016.3333333333334,3,24.625,186,0,2,396,0.0,68,0.0,1,0,0,4,0,0,0,12,11,0.75,4,26,0
7934496,CLASS,31.0,61,3493,271,0,60,96.66666666666667,3,0,2,11.0,32,713.0,1,42.0,63,0,1,2679,0.0,14,0.0,0,0,0,0,0,1,0,0,0,0,0,2,0
6893864,CLASS,40.75,100,602,8,0,154,41.25,4,0,4,2.25,9,9.333333333333334,3,43.0,100,1,6,568,0.0,92,0.0,2,0,0,5,0,5,3,14,12,0.6,4,33,0
5545552,CLASS,611.625,3483,1573,155,0,4566,117.125,8,0,7,40.875,124,84.16666666666667,6,652.5,3483,0,2,328,0.0,38,0.0,0,0,0,2,0,0,0,6,6,1.0,2,18,0
7113247,CLASS,906.0,1812,769,33,0,1812,104.0,2,0,2,0.0,0,1401.5,2,906.0,1812,0,8,702,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,3,0
7010604,CLASS,31.4,165,937,87,0,264,49.2,10,0,10,5.0,11,159.33333333333334,6,36.4,173,0,12,63,0.0,95,0.0,0,0,0,4,0,0,18,8,8,1.0,2,75,1
8944650,CLASS,14.857142857142858,65,380,7,1,65,95.85714285714286,7,0,6,5.571428571428571,18,439.5,2,20.428571428571427,65,0,7,326,0.0,32,0.0,0,0,0,4,0,0,1,6,6,1.0,4,14,0
7135236,CLASS,13.875,62,1008,94,0,61,40.25,8,0,6,6.25,33,435.0,1,20.125,66,0,7,256,3.3333333333333335,30,3.3333333333333335,0,1,1,1,0,0,4,4,4,1.0,0,8,0
5354848,CLASS,88.14285714285714,297,1209,105,0,262,96.14285714285714,7,0,6,50.714285714285715,282,4294.5,2,138.85714285714286,297,0,10,469,0.0,98,0.0,6,0,0,15,7,0,0,17,4,0.13333333333333333,15,15,11
5434262,CLASS,7.190476190476191,32,3921,171,2,96,82.85714285714286,21,0,16,2.619047619047619,17,933.6,5,9.80952380952381,35,0,7,319,6.666666666666667,45,0.0,0,3,0,9,0,0,0,9,9,1.0,6,12,0
5246779,CLASS,43.5,86,1599,151,1,86,118.5,2,0,2,0.5,1,212.0,2,44.0,86,0,2,1297,0.0,36,0.0,0,0,0,2,0,0,0,14,14,1.0,2,4,0
3813750,CLASS,23.9375,214,1592,61,2,210,44.5625,16,0,12,10.8125,53,850.875,8,34.75,214,1,6,608,0.0,107,0.0,3,0,0,13,0,0,5,18,15,0.7692307692307693,12,51,0
4108183,CLASS,39.13636363636363,335,1353,61,2,630,73.81818181818181,22,0,21,10.5,120,244.5,12,49.63636363636363,335,0,11,0,0.4854368932038835,206,0.0,2,1,0,35,0,2,5,44,42,0.9428571428571428,21,71,0
5845628,CLASS,31.714285714285715,152,4681,327,1,153,97.28571428571429,7,0,7,9.857142857142858,53,14977.5,2,41.57142857142857,152,0,4,2391,0.0,116,0.0,2,0,0,21,0,0,0,23,21,0.9047619047619048,20,38,0
9421857,CLASS,17.142857142857142,56,4129,510,1,55,114.0,7,0,7,9.285714285714286,56,3829.0,1,26.428571428571427,56,0,1,556,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6066851,CLASS,474.0,474,431,0,0,474,18.0,1,0,1,0.0,0,1.0,1,474.0,474,0,1,431,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
5692616,CLASS,4.157894736842105,21,4736,222,3,40,84.05263157894737,19,0,14,2.0526315789473686,11,720.6666666666666,6,6.2105263157894735,25,0,1,506,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,1,2,0
6189879,CLASS,8.642857142857142,58,1135,64,5,26,55.57142857142857,14,0,12,6.785714285714286,26,152.88888888888889,9,15.428571428571429,58,0,3,233,0.0,17,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0
8011549,CLASS,4.615384615384615,22,3959,113,7,68,72.46153846153847,26,0,17,2.0,15,645.7142857142857,7,6.615384615384615,24,1,2,1011,0.0,32,0.0,0,0,0,4,0,0,1,8,8,1.0,4,6,0
6706164,CLASS,16.428571428571427,62,590,35,1,84,30.285714285714285,7,0,4,4.428571428571429,22,926.0,1,20.857142857142858,62,1,9,344,0.0,42,0.0,1,0,0,4,0,0,0,10,9,0.75,4,13,0
7035620,CLASS,131.5,258,531,65,0,259,20.0,2,0,2,2.0,4,23.5,2,133.5,258,0,2,400,0.0,13,0.0,1,0,0,2,0,0,1,3,2,0.5,2,4,0
5994992,CLASS,11.5,20,241,40,0,0,35.5,2,0,2,11.5,23,7.0,1,23.0,43,0,1,160,0.0,48,0.0,0,0,0,2,0,0,0,8,8,1.0,1,30,0
8443917,CLASS,22.0,59,1808,601,0,59,55.333333333333336,3,0,3,2.3333333333333335,6,255.33333333333334,3,24.333333333333332,59,0,4,5,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,1,19,0
7195480,CLASS,12.6,38,823,75,0,83,33.4,10,0,10,4.3,15,15.125,8,16.9,38,0,3,68,0.0,24,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,14,0
8575709,CLASS,18.6,118,1404,63,1,141,59.8,15,0,11,9.2,118,1484.9,10,27.8,118,0,13,451,0.0,60,0.0,1,0,0,7,0,6,1,11,10,0.8571428571428571,6,23,2
7147207,CLASS,17.4,40,1103,85,0,56,31.8,5,0,4,6.2,16,25.666666666666668,3,23.6,40,0,1,676,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0
6211782,CLASS,6.235294117647059,42,827,38,2,38,44.0,17,0,17,4.0,19,191.125,8,10.235294117647058,42,2,5,170,12.5,8,0.0,0,1,0,0,0,0,0,0,0,0,0,8,0
7124150,CLASS,21.4,45,1263,240,4,56,70.6,5,0,4,10.2,45,20.0,2,31.6,45,0,4,63,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0
5670492,CLASS,15.666666666666666,43,2798,132,0,92,100.5,6,0,6,0.3333333333333333,1,873.3333333333334,3,16.0,43,1,1,2003,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
4272508,CLASS,22.166666666666668,230,5841,186,3,197,97.54166666666667,24,0,22,13.958333333333334,121,309.7142857142857,7,36.125,244,1,7,1361,0.0,70,0.0,0,0,0,2,0,0,1,8,8,1.0,2,46,0
7648196,CLASS,25.285714285714285,71,2896,412,1,92,40.714285714285715,7,0,7,12.142857142857142,44,273.6666666666667,3,37.42857142857143,96,0,3,8,0.0,24,0.0,0,0,0,1,0,0,2,2,2,1.0,1,4,0
4703627,CLASS,7.631578947368421,234,5135,56,5,89,70.80263157894737,76,0,64,6.4605263157894735,169,951.75,4,14.092105263157896,234,4,7,822,0.0,25,0.0,0,0,0,1,0,0,1,1,1,1.0,0,9,0
4168008,CLASS,39.0,188,3267,214,1,203,65.22222222222223,9,0,9,16.444444444444443,137,2205.0,1,55.44444444444444,274,0,2,1339,0.0,118,0.0,0,0,0,7,0,0,6,24,24,1.0,5,58,0
5474154,CLASS,25.25,144,3866,184,2,469,84.7,20,0,19,1.8,13,1338.75,4,27.05,144,1,4,170,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0
4285731,CLASS,62.5,125,2279,70,1,125,91.0,2,0,2,0.0,0,314.5,2,62.5,125,1,22,2138,0.0,85,0.0,3,0,0,10,0,0,4,14,11,0.7,6,25,0
8295012,CLASS,24.5,133,193,24,0,155,56.75,8,0,2,5.125,13,3063.0,2,29.625,133,0,5,0,0.0,19,10.526315789473685,0,0,2,2,0,0,0,3,3,1.0,1,12,0
4536889,CLASS,11.2,34,1251,20,0,0,26.0,5,0,2,11.2,47,112.0,3,22.4,47,0,1,1147,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0
9383985,CLASS,27.2,113,4129,714,1,129,121.0,5,0,5,1.4,6,3829.0,1,28.6,113,0,1,556,0.0,51,0.0,0,0,0,7,0,0,1,10,10,1.0,5,13,0
4714464,CLASS,7.055555555555555,26,957,29,4,10,50.666666666666664,18,0,16,6.5,67,172.5,4,13.555555555555555,67,6,2,429,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0
3819835,CLASS,39.88059701492537,521,2726,40,11,806,63.850746268656714,67,0,61,27.850746268656717,481,461.93333333333334,15,67.73134328358209,947,2,7,23,0.0,56,0.0,0,0,0,6,2,0,3,10,8,0.6666666666666666,4,14,0
7686456,CLASS,21.0,41,41,12,0,41,34.0,2,0,2,0.5,1,1159.0,2,21.5,41,0,3,16,0.0,24,0.0,1,0,0,2,0,0,2,4,3,0.5,2,5,0
4413114,CLASS,22.0,43,3985,622,0,43,58.5,2,0,2,0.5,1,2944.5,2,22.5,43,0,1,2740,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0
3702984,CLASS,107.0,614,211,35,3,609,14.666666666666666,6,0,6,5.5,17,184.0,2,112.5,614,0,22,0,0.0,581,0.0,0,0,0,35,0,0,12,133,133,1.0,2,113,0
7139136,CLASS,43.81818181818182,194,2225,149,1,365,104.36363636363636,11,0,10,10.636363636363637,78,62.625,8,54.45454545454545,194,0,8,584,0.0,175,0.0,5,0,0,11,0,0,6,33,28,0.5454545454545454,8,52,0
8733390,CLASS,28.0,151,1922,141,1,195,105.42857142857143,7,0,7,0.14285714285714285,1,1429.6,5,28.142857142857142,151,0,15,933,0.0,67,0.0,2,0,0,8,0,0,0,11,9,0.75,7,17,0
5200864,CLASS,142.0,142,130,0,0,142,86.0,1,0,1,0.0,0,815.0,1,142.0,142,0,7,130,0.0,91,0.0,10,0,0,16,6,0,9,16,0,0.0,16,18,0
7042338,CLASS,33.5,63,531,65,0,63,20.0,2,0,2,2.0,4,23.5,2,35.5,63,0,2,400,0.0,36,0.0,1,0,0,2,0,0,1,9,8,0.5,2,12,0
4937510,CLASS,19.0,52,1529,33,0,54,53.0,5,0,5,8.2,17,5.333333333333333,3,27.2,52,0,5,1360,0.0,25,0.0,1,0,0,2,0,0,1,3,2,0.5,2,9,0
4639163,CLASS,300.0,979,16,2,0,1152,88.75,4,0,4,12.0,38,169.0,2,312.0,979,1,3,7,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,2,0
7242039,CLASS,24.0,88,1040,248,2,87,54.0,4,0,4,2.25,5,163.75,4,26.25,88,0,6,48,0.0,34,0.0,0,0,0,4,0,0,0,6,6,1.0,4,15,0
9508358,CLASS,33.5,123,1723,237,0,134,104.25,4,0,4,0.0,0,922.0,3,33.5,123,0,6,774,0.0,98,0.0,5,0,0,17,0,0,2,17,12,0.7058823529411765,15,20,0
4415977,CLASS,66.0,66,1091,0,0,66,12.0,1,0,1,0.0,0,557.0,1,66.0,66,0,9,1091,0.0,34,0.0,0,0,0,6,0,0,0,7,7,1.0,6,16,0
5040765,CLASS,12.428571428571429,62,2509,260,0,62,42.714285714285715,7,0,7,3.5714285714285716,12,8268.5,2,16.0,62,0,1,689,0.0,46,0.0,3,0,0,6,0,0,1,7,4,0.5,5,10,0
7047050,CLASS,833.5,1667,1363,31,0,1667,30.0,2,0,2,0.0,0,144.5,2,833.5,1667,0,28,1301,0.0,1174,0.0,4,0,0,78,0,2,16,256,252,0.9487179487179487,41,554,0
7274451,CLASS,61.42857142857143,337,3147,411,0,407,64.71428571428571,7,0,6,3.2857142857142856,10,1164.5,2,64.71428571428571,337,0,3,264,0.0,337,0.0,0,0,0,18,0,0,14,74,74,1.0,0,128,0
7954026,CLASS,2110.2571428571428,57416,118,3,1,66929,22.4,35,0,17,198.0,3458,3444.0,1,2308.2571428571428,57416,0,28,11,0.0,817,0.0,2,0,0,44,0,0,1,223,221,0.9545454545454546,41,251,0
6480563,CLASS,23.22222222222222,130,410,28,3,168,73.77777777777777,9,0,8,4.555555555555555,29,141.0,2,27.77777777777778,130,0,2,152,0.0,135,0.0,12,0,0,26,11,0,13,27,4,0.11538461538461539,26,28,0
6518021,CLASS,98.16666666666667,541,2741,435,1,542,48.833333333333336,6,0,6,7.833333333333333,24,316.8,5,106.0,541,0,2,129,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,0
5368964,CLASS,15.0,92,1614,184,0,48,92.0,8,0,7,9.0,54,5451.0,3,24.0,92,1,4,142,0.0,21,0.0,1,0,0,3,1,0,1,4,2,0.3333333333333333,3,9,0
4045146,CLASS,33.744680851063826,873,1744,32,6,687,51.40425531914894,47,0,43,19.127659574468087,194,164.8,10,52.87234042553192,873,3,7,235,0.0,92,0.0,2,0,0,7,0,0,4,9,7,0.7142857142857143,7,34,0
6788988,CLASS,18.085714285714285,109,1129,8,3,333,74.48571428571428,35,0,14,8.571428571428571,45,215.5,4,26.65714285714286,109,0,2,835,0.0,89,0.0,2,0,0,7,0,0,9,12,10,0.7142857142857143,5,27,0
5775703,CLASS,5.625,38,1532,179,0,37,63.375,8,0,8,1.0,2,8058.0,1,6.625,40,0,5,96,0.0,87,0.0,7,0,0,13,5,0,7,16,4,0.07692307692307693,13,29,0
7341316,CLASS,108.0,108,1082,2,1,108,18.5,2,0,2,54.0,108,121.0,2,162.0,216,0,1,1077,0.0,50,0.0,3,0,0,7,3,0,0,7,1,0.14285714285714285,7,12,0
9478878,CLASS,28.661971830985916,519,1783,24,5,1209,95.69014084507042,71,0,67,11.633802816901408,117,866.1666666666666,18,40.29577464788732,519,2,75,78,0.0,874,0.0,3,0,0,61,1,5,22,141,137,0.9344262295081968,39,358,0
6863627,CLASS,20.0,39,1135,70,0,39,57.5,2,0,2,0.5,1,33.0,1,20.5,39,1,1,994,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0
6639942,CLASS,30.5,115,1456,283,0,116,24.5,4,0,4,1.5,4,89.5,4,32.0,115,0,3,323,0.0,75,0.0,1,0,0,6,0,3,4,12,11,0.8333333333333334,0,16,0
5256995,CLASS,19.333333333333332,91,2612,206,2,110,75.66666666666667,6,0,6,1.0,3,216.75,4,20.333333333333332,91,0,7,1371,0.0,42,0.0,1,0,0,4,0,0,1,6,5,0.75,4,14,0
3908026,CLASS,49.5,99,501,19,0,99,38.5,2,0,2,0.0,0,65.0,1,49.5,99,0,5,462,0.0,30,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,0,9,0
6935647,CLASS,30.0,59,2240,14,0,58,34.0,2,0,2,1.0,2,67.0,1,31.0,59,0,4,2211,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,9,0
8974133,CLASS,37.014925373134325,449,2325,25,9,853,53.8955223880597,67,0,47,24.28358208955224,620,2335.1428571428573,7,61.298507462686565,1069,4,1,616,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,1,2,0
6501266,CLASS,21.5,37,604,154,0,38,22.5,2,0,2,2.5,5,170.0,1,24.0,37,0,4,296,0.0,16,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0
7764177,CLASS,25.5,124,917,127,0,125,60.666666666666664,6,0,6,4.666666666666667,16,573.25,4,30.166666666666668,124,0,17,150,0.0,79,0.0,0,0,0,6,0,0,6,10,10,1.0,6,36,0
8059396,CLASS,13.666666666666666,40,1579,189,0,41,70.0,3,0,3,0.0,0,248.0,3,13.666666666666666,40,1,4,1011,0.0,20,0.0,0,0,0,1,0,0,1,3,3,1.0,1,8,0
7851015,CLASS,111.3859649122807,4857,1424,24,5,4567,80.91228070175438,57,0,51,31.263157894736842,671,197.16,25,142.64912280701753,4857,10,4,37,0.0,28,0.0,1,0,0,3,0,0,2,6,5,0.6666666666666666,3,3,0
5820518,CLASS,7.4375,56,2929,169,3,75,64.5625,16,0,13,2.75,12,1167.0,2,10.1875,56,1,3,215,0.0,38,0.0,1,0,0,3,0,0,0,8,7,0.6666666666666666,3,13,0
8149386,CLASS,64.0,64,1882,0,0,64,40.0,1,0,1,0.0,0,11.0,1,64.0,64,0,3,1882,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,22,0
4651467,CLASS,19.866666666666667,297,2232,36,3,341,68.23333333333333,30,0,23,8.5,88,956.5555555555555,9,28.366666666666667,297,1,8,1132,0.0,24,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,5,0
4658287,CLASS,7.7727272727272725,29,3018,115,2,74,56.09090909090909,22,0,20,4.409090909090909,13,1015.1111111111111,9,12.181818181818182,29,1,2,475,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
4612586,CLASS,51.5,102,801,132,0,103,66.5,2,0,2,0.0,0,1859.5,2,51.5,102,0,3,536,0.0,37,0.0,4,0,0,4,0,0,5,4,0,0.0,4,7,1
7742878,CLASS,15.894736842105264,67,904,45,6,242,143.6315789473684,19,0,15,3.1578947368421053,30,999.0,8,19.05263157894737,97,2,51,45,0.0,236,0.0,16,0,0,32,0,0,7,43,27,0.5,32,53,0
8412377,CLASS,7.266666666666667,93,4175,139,7,129,60.1,30,0,27,2.966666666666667,50,2710.4,10,10.233333333333333,93,0,11,5,0.0,81,0.0,2,0,0,9,1,0,1,16,13,0.6666666666666666,6,30,0
4320152,CLASS,44.10526315789474,1157,3016,72,2,1460,95.8157894736842,38,0,35,5.684210526315789,52,637.375,8,49.78947368421053,1157,4,3,278,0.0,56,0.0,1,0,0,3,0,0,7,9,8,0.6666666666666666,3,8,0
4933806,CLASS,13.333333333333334,40,2126,698,0,34,56.333333333333336,3,0,3,2.0,6,1038.0,1,15.333333333333334,46,0,1,32,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0
7168076,CLASS,97.0,98,1106,133,0,98,16.5,2,0,2,48.0,96,13.5,2,145.0,194,0,1,840,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0
3950225,CLASS,30.88888888888889,209,863,39,1,325,66.38888888888889,18,0,18,12.833333333333334,34,280.1666666666667,6,43.72222222222222,209,1,20,149,0.9345794392523364,214,0.0,0,2,0,10,0,0,8,43,43,1.0,3,97,0
3940608,CLASS,6.875,33,3457,135,1,33,101.25,8,0,7,2.75,17,1267.0,6,9.625,33,0,1,2377,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,9,0
8109341,CLASS,107.66666666666667,263,1007,104,0,268,57.333333333333336,3,0,3,18.333333333333332,55,384.3333333333333,3,126.0,263,0,2,694,0.0,50,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0
5441225,CLASS,98.83333333333333,271,3687,476,4,271,137.5,6,0,6,53.666666666666664,275,434.0,3,152.5,546,0,11,826,0.0,114,0.0,2,0,0,6,1,0,5,18,15,0.5,3,60,0
6813948,CLASS,52.0,119,1429,293,0,117,60.0,3,0,3,13.0,35,615.5,2,65.0,119,1,7,550,0.0,59,0.0,0,0,0,8,0,0,4,10,10,1.0,6,29,0
4371663,CLASS,19.22222222222222,129,3985,376,3,127,50.0,9,0,8,5.111111111111111,25,3722.3333333333335,3,24.333333333333332,129,0,9,595,0.0,73,0.0,0,0,0,3,0,0,0,19,19,1.0,1,25,0
4771698,CLASS,31.5,84,991,37,2,84,72.0,4,0,4,10.5,40,35.0,2,42.0,84,0,4,840,0.0,60,0.0,4,0,0,9,0,0,3,9,5,0.5555555555555556,4,10,0
6035651,CLASS,95.5,465,1209,39,0,329,51.375,8,0,7,54.375,327,116.0,2,149.875,472,1,2,895,0.0,157,0.0,0,0,0,8,0,0,2,36,36,1.0,1,81,0
5524586,CLASS,29.25,220,1319,97,0,241,82.58333333333333,12,0,11,9.166666666666666,86,347.0,5,38.416666666666664,220,0,5,155,0.0,176,0.0,7,0,0,19,7,0,1,50,36,0.2631578947368421,19,42,11
8278588,CLASS,32.666666666666664,171,1262,133,0,172,52.5,6,0,6,4.0,11,1265.0,5,36.666666666666664,171,0,11,459,0.0,68,1.4705882352941178,1,0,1,5,0,1,3,9,8,0.8,3,22,0
4616422,CLASS,6.777777777777778,27,1863,44,0,46,65.0,9,0,7,1.6666666666666667,9,1225.4,5,8.444444444444445,27,1,1,1463,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
5231896,CLASS,31.166666666666668,148,3240,334,0,164,51.166666666666664,6,0,6,3.8333333333333335,8,319.0,4,35.0,148,1,5,1232,0.0,70,0.0,0,0,0,3,0,0,2,15,15,1.0,2,23,0
5223561,CLASS,15.3125,115,3404,157,3,195,77.625,16,0,12,3.125,15,475.0,7,18.4375,115,3,1,890,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097365,CLASS,43.5,70,1664,55,1,87,54.0,2,0,2,0.0,0,679.5,2,43.5,70,0,2,1553,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0
5667095,CLASS,43.111111111111114,165,1783,107,4,209,42.888888888888886,9,0,6,19.88888888888889,160,163.5,4,63.0,325,0,4,813,0.0,119,0.0,1,0,0,8,0,4,13,18,17,0.875,6,164,0
8952223,CLASS,39.57142857142857,403,3272,203,2,536,87.0,14,0,14,1.2857142857142858,5,457.6,10,40.857142857142854,403,0,3,427,0.0,46,0.0,4,0,0,7,2,0,3,13,5,0.14285714285714285,7,7,0
9161787,CLASS,25.833333333333332,174,5143,148,3,330,49.5,18,0,18,7.5,69,1043.25,4,33.333333333333336,215,2,7,2465,0.0,116,0.0,0,0,0,4,0,0,6,12,12,1.0,2,46,0
5827363,CLASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8425397,CLASS,8.405405405405405,95,4388,118,6,148,73.27027027027027,37,0,29,4.405405405405405,19,3121.125,8,12.81081081081081,95,4,2,5,0.0,120,0.0,0,0,0,12,0,0,1,25,25,1.0,12,41,0
4471173,CLASS,552.2857142857143,2888,2012,284,1,2404,86.14285714285714,7,0,7,208.85714285714286,878,111.83333333333333,6,761.1428571428571,2888,1,23,19,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0
